time, x, v, LA, HA
0.000000, 0.000000, 0.000000, 299.784893, ACC
0.100000, 1.498924, 29.978489, 301.061483, ACC
0.200000, 6.002081, 60.084638, 300.570055, ACC
0.300000, 13.513395, 90.141643, 300.724662, ACC
0.400000, 24.031182, 120.214109, 299.765916, ACC
0.500000, 37.551423, 150.190701, 300.284392, ACC
0.600000, 54.071915, 180.219140, 301.901421, ACC
0.700000, 73.603336, 210.409282, 301.710191, ACC
0.800000, 96.152815, 240.580301, 299.140869, ACC
0.900000, 121.706550, 270.494388, 300.735260, ACC
1.000000, 150.259665, 300.567914, 300.105134, ACC
1.100000, 181.816982, 330.578428, 299.750024, ACC
1.200000, 216.373575, 360.553430, 300.030479, ACC
1.300000, 253.929070, 390.556478, 301.139194, ACC
1.400000, 294.490414, 420.670397, 299.769048, ACC
1.500000, 338.056299, 450.647302, 300.132361, ACC
1.600000, 384.621691, 480.660538, 300.781750, ACC
1.700000, 434.191654, 510.738713, 0.942494, CON
1.800000, 485.270238, 510.832963, -0.933745, CON
1.900000, 536.348865, 510.739588, 1.058019, CON
2.000000, 587.428114, 510.845390, -2.903992, CON
2.100000, 638.498133, 510.554991, -0.776750, CON
2.200000, 689.549748, 510.477316, 0.160370, CON
2.300000, 740.598282, 510.493353, -0.333335, CON
2.400000, 791.645950, 510.460019, 0.471887, CON
2.500000, 842.694312, 510.507208, -0.080976, CON
2.600000, 893.744628, 510.499110, 1.785788, CON
2.700000, 944.803468, 510.677689, 0.331165, CON
2.800000, 995.872892, 510.710806, -0.881520, CON
2.900000, 1046.939565, 510.622654, 0.328652, CON
3.000000, 1098.003474, 510.655519, -1.468727, CON
3.100000, 1149.061682, 510.508646, 1.091950, CON
3.200000, 1200.118007, 510.617841, 1.520047, CON
3.300000, 1251.187391, 510.769846, 2.067612, CON
3.400000, 1302.274714, 510.976607, -2.090802, CON
3.500000, 1353.361920, 510.767527, -0.634933, CON
3.600000, 1404.435498, 510.704034, 0.218163, CON
3.700000, 1455.506993, 510.725850, 0.200987, CON
3.800000, 1506.580583, 510.745949, -0.138412, CON
3.900000, 1557.654485, 510.732107, 2.177916, CON
4.000000, 1608.738586, 510.949899, 1.186252, CON
4.100000, 1659.839507, 511.068524, 1.150268, CON
4.200000, 1710.952111, 511.183551, -0.796805, CON
4.300000, 1762.066482, 511.103871, -0.531546, CON
4.400000, 1813.174211, 511.050716, -0.770291, CON
4.500000, 1864.275431, 510.973687, -0.003208, CON
4.600000, 1915.372784, 510.973366, 0.361169, CON
4.700000, 1966.471926, 511.009483, -0.702517, CON
4.800000, 2017.569362, 510.939231, -1.126953, CON
4.900000, 2068.657650, 510.826536, 1.097268, CON
5.000000, 2119.745790, 510.936263, 0.608490, CON
5.100000, 2170.842459, 510.997112, -0.154343, CON
5.200000, 2221.941399, 510.981678, 0.444402, CON
5.300000, 2273.041788, 511.026118, 2.298280, CON
5.400000, 2324.155891, 511.255946, -0.164104, CON
5.500000, 2375.280666, 511.239535, -0.364437, CON
5.600000, 2426.402797, 511.203092, 1.330645, CON
5.700000, 2477.529759, 511.336156, 1.111499, CON
5.800000, 2528.668932, 511.447306, 0.275592, CON
5.900000, 2579.815041, 511.474865, 0.229512, CON
6.000000, 2630.963675, 511.497816, -0.337811, CON
6.100000, 2682.111768, 511.464035, -1.273112, CON
