time, x, v, LA, HA
0.000000, 0.000000, 0.000000, 5.878034, ACC
0.100000, 0.029390, 0.587803, 4.913182, ACC
0.200000, 0.112736, 1.079122, 6.684290, ACC
0.300000, 0.254070, 1.747551, 4.924811, ACC
0.400000, 0.453449, 2.240032, 6.033269, ACC
0.500000, 0.707619, 2.843359, 6.744836, ACC
0.600000, 1.025679, 3.517842, 6.033606, ACC
0.700000, 1.407631, 4.121203, 5.473363, ACC
0.800000, 1.847118, 4.668539, 6.462532, ACC
0.900000, 2.346285, 5.314792, 6.200699, ACC
1.000000, 2.908767, 5.934862, 8.124677, ACC
1.100000, 3.542877, 6.747330, 6.371721, ACC
1.200000, 4.249469, 7.384502, 7.020963, ACC
1.300000, 5.023024, 8.086598, 6.783408, ACC
1.400000, 5.865600, 8.764939, 5.872158, ACC
1.500000, 6.771455, 9.352155, 5.663187, ACC
1.600000, 7.734987, 9.918474, 5.312845, ACC
1.700000, 8.753398, 10.449758, 1.308421, CON
1.800000, 9.804916, 10.580600, -0.935842, CON
1.900000, 10.858297, 10.487016, -2.672366, CON
2.000000, 11.893637, 10.219779, -0.772740, CON
2.100000, 12.911751, 10.142505, -0.521566, CON
2.200000, 13.923394, 10.090349, -2.015288, CON
2.300000, 14.922352, 9.888820, 6.050368, ACC
2.400000, 15.941486, 10.493857, -0.894625, CON
2.500000, 16.986399, 10.404394, -0.013166, CON
2.600000, 18.026772, 10.403078, -0.184680, CON
2.700000, 19.066156, 10.384610, -0.679454, CON
2.800000, 20.101220, 10.316664, -0.073738, CON
2.900000, 21.132518, 10.309290, 0.858246, CON
3.000000, 22.167738, 10.395115, 0.376912, CON
3.100000, 23.209134, 10.432806, -0.749272, CON
3.200000, 24.248669, 10.357879, 1.402307, CON
3.300000, 25.291468, 10.498110, 0.805901, CON
3.400000, 26.345308, 10.578700, -0.335232, CON
3.500000, 27.401502, 10.545177, 0.672569, CON
3.600000, 28.459383, 10.612433, 1.211523, CON
3.700000, 29.526684, 10.733586, 0.046481, CON
3.800000, 30.600275, 10.738234, -0.285115, CON
3.900000, 31.672673, 10.709722, 1.150868, CON
4.000000, 32.749399, 10.824809, -1.314275, CON
