time, x, v, LA, HA
0.000000, 0.000000, 0.000000, 25.685705, ACC
0.100000, 0.128429, 2.568571, 24.991753, ACC
0.200000, 0.510244, 5.067746, 26.270269, ACC
0.300000, 1.148370, 7.694773, 25.308836, ACC
0.400000, 2.044392, 10.225656, 24.039452, ACC
0.500000, 3.187155, 12.629602, 25.102989, ACC
0.600000, 4.575630, 15.139900, 1.720386, CON
0.700000, 6.098222, 15.311939, -0.066275, CON
0.800000, 7.629084, 15.305312, 2.056224, CON
0.900000, 9.169896, 15.510934, 1.249623, CON
1.000000, 10.727238, 15.635896, -0.455765, CON
1.100000, 12.288549, 15.590320, -1.287501, CON
1.200000, 13.841143, 15.461570, 0.332297, CON
1.300000, 15.388962, 15.494800, 0.446787, CON
1.400000, 16.940676, 15.539478, 0.391194, CON
1.500000, 18.496579, 15.578598, 2.204122, CON
1.600000, 20.065460, 15.799010, -0.699954, CON
1.700000, 21.641861, 15.729014, 1.444030, CON
1.800000, 23.221983, 15.873417, 1.094785, CON
1.900000, 24.814798, 15.982896, 0.145902, CON
2.000000, 26.413817, 15.997486, -1.191312, CON
2.100000, 28.007609, 15.878355, 0.288103, CON
2.200000, 29.596885, 15.907165, 1.446981, CON
2.300000, 31.194837, 16.051863, 0.767979, CON
2.400000, 32.803863, 16.128661, 0.643657, CON
2.500000, 34.419947, 16.193027, -0.896305, CON
2.600000, 36.034769, 16.103396, -0.734413, CON
2.700000, 37.641436, 16.029955, 0.857926, CON
2.800000, 39.248721, 16.115748, 0.897275, CON
2.900000, 40.864782, 16.205475, -1.583690, CON
3.000000, 42.477412, 16.047106, 0.238122, CON
3.100000, 44.083313, 16.070918, -0.565588, CON
3.200000, 45.687577, 16.014359, 0.692276, CON
3.300000, 47.292474, 16.083587, 0.368776, CON
3.400000, 48.902677, 16.120465, 0.577805, CON
3.500000, 50.517612, 16.178245, -0.070005, CON
3.600000, 52.135086, 16.171245, -0.905397, CON
3.700000, 53.747684, 16.080705, -0.673243, CON
3.800000, 55.352388, 16.013381, 0.325835, CON
3.900000, 56.955355, 16.045964, -0.234415, CON
4.000000, 58.558780, 16.022523, -1.369882, CON
4.100000, 60.154183, 15.885534, 1.706134, CON
4.200000, 61.751267, 16.056148, 0.162332, CON
4.300000, 63.357693, 16.072381, -0.290474, CON
4.400000, 64.963479, 16.043334, -0.541133, CON
4.500000, 66.565107, 15.989220, 0.089031, CON
4.600000, 68.164474, 15.998124, 0.574015, CON
4.700000, 69.767156, 16.055525, -2.048754, CON
4.800000, 71.362465, 15.850650, 0.195478, CON
4.900000, 72.948507, 15.870198, 0.386301, CON
5.000000, 74.537459, 15.908828, 0.231936, CON
5.100000, 76.129501, 15.932021, -0.064608, CON
5.200000, 77.722380, 15.925560, 1.483983, CON
5.300000, 79.322356, 16.073959, 1.339443, CON
5.400000, 80.936449, 16.207903, -0.570468, CON
5.500000, 82.554387, 16.150856, -0.623694, CON
5.600000, 84.166354, 16.088487, 0.383231, CON
5.700000, 85.777119, 16.126810, -0.501766, CON
5.800000, 87.387291, 16.076633, -0.749801, CON
5.900000, 88.991206, 16.001653, -0.783655, CON
6.000000, 90.587453, 15.923288, -1.307584, CON
6.100000, 92.173244, 15.792530, 0.635213, CON
6.200000, 93.755673, 15.856051, 0.673394, CON
6.300000, 95.344645, 15.923390, -2.599206, CON
6.400000, 96.923988, 15.663470, 1.070932, CON
6.500000, 98.495689, 15.770563, 0.607743, CON
6.600000, 100.075784, 15.831337, 0.256759, CON
6.700000, 101.660202, 15.857013, 1.042828, CON
6.800000, 103.251117, 15.961296, -1.581034, CON
6.900000, 104.839342, 15.803193, -0.931795, CON
7.000000, 106.415002, 15.710013, -1.234139, CON
7.100000, 107.979833, 15.586599, -0.030235, CON
7.200000, 109.538341, 15.583576, -0.013251, CON
7.300000, 111.096633, 15.582251, 0.579048, CON
7.400000, 112.657753, 15.640155, 0.380456, CON
7.500000, 114.223671, 15.678201, -0.669399, CON
7.600000, 115.788144, 15.611261, -0.475390, CON
7.700000, 117.346893, 15.563722, -0.223409, CON
7.800000, 118.902148, 15.541381, 0.851699, CON
7.900000, 120.460545, 15.626551, 0.085360, CON
8.000000, 122.023627, 15.635087, 0.867741, CON
8.100000, 123.591474, 15.721861, -1.398744, CON
8.200000, 125.156667, 15.581987, -0.925339, CON
8.300000, 126.710239, 15.489453, 1.885471, CON
8.400000, 128.268611, 15.678000, 0.340740, CON
8.500000, 129.838115, 15.712074, -0.243835, CON
8.600000, 131.408103, 15.687690, -0.569654, CON
8.700000, 132.974024, 15.630725, 1.329247, CON
8.800000, 134.543743, 15.763650, 0.673374, CON
8.900000, 136.123475, 15.830987, -1.017454, CON
9.000000, 137.701486, 15.729242, 0.996870, CON
9.100000, 139.279395, 15.828929, 0.936255, CON
9.200000, 140.866969, 15.922554, 1.323371, CON
9.300000, 142.465841, 16.054891, 1.436666, CON
9.400000, 144.078513, 16.198558, -0.636915, CON
9.500000, 145.695185, 16.134866, -1.965653, CON
9.600000, 147.298843, 15.938301, -1.408832, CON
9.700000, 148.885629, 15.797418, -1.713215, CON
9.800000, 150.456805, 15.626096, -0.724588, CON
9.900000, 152.015791, 15.553638, 1.108254, CON
10.000000, 153.576696, 15.664463, -0.075229, CON
10.100000, 155.142767, 15.656940, 0.801063, CON
10.200000, 156.712466, 15.737046, -0.134053, CON
10.300000, 158.285500, 15.723641, 0.360314, CON
10.400000, 159.859666, 15.759672, 0.897468, CON
10.500000, 161.440120, 15.849419, -0.502721, CON
10.600000, 163.022549, 15.799147, -2.012977, CON
10.700000, 164.592399, 15.597849, -1.279713, CON
10.800000, 166.145785, 15.469878, -0.183781, CON
10.900000, 167.691854, 15.451500, -3.301830, CON
11.000000, 169.220495, 15.121317, -0.320672, CON
11.100000, 170.731023, 15.089250, 0.456010, CON
11.200000, 172.242228, 15.134851, -1.172745, CON
11.300000, 173.749849, 15.017576, -0.463649, CON
11.400000, 175.249289, 14.971211, 25.743186, ACC
11.500000, 176.875126, 17.545530, -1.039759, CON
11.600000, 178.624480, 17.441554, 0.122466, CON
11.700000, 180.369248, 17.453801, 1.457989, CON
11.800000, 182.121918, 17.599600, 0.503419, CON
11.900000, 183.884395, 17.649942, -0.746184, CON
12.000000, 185.645658, 17.575323, 1.112862, CON
12.100000, 187.408755, 17.686609, 0.450348, CON
12.200000, 189.179668, 17.731644, -0.794835, CON
12.300000, 190.948858, 17.652161, 0.593220, CON
12.400000, 192.717040, 17.711483, -0.030116, CON
12.500000, 194.488038, 17.708471, -1.546751, CON
12.600000, 196.251151, 17.553796, 0.595950, CON
12.700000, 198.009510, 17.613391, 0.051936, CON
12.800000, 199.771109, 17.618584, -0.822922, CON
12.900000, 201.528853, 17.536292, 0.018420, CON
13.000000, 203.282574, 17.538134, 0.243594, CON
13.100000, 205.037606, 17.562494, -0.192110, CON
13.200000, 206.792895, 17.543283, 0.426070, CON
13.300000, 208.549353, 17.585890, 0.585109, CON
13.400000, 210.310868, 17.644401, -0.856134, CON
13.500000, 212.071027, 17.558787, -0.461918, CON
13.600000, 213.824596, 17.512595, 0.584068, CON
13.700000, 215.578776, 17.571002, -0.511598, CON
13.800000, 217.333318, 17.519842, -0.444143, CON
13.900000, 219.083082, 17.475428, 0.547754, CON
14.000000, 220.833363, 17.530204, 0.632692, CON
14.100000, 222.589547, 17.593473, 0.510924, CON
14.200000, 224.351449, 17.644565, -1.476829, CON
14.300000, 226.108522, 17.496882, 0.852484, CON
14.400000, 227.862472, 17.582131, 0.154512, CON
14.500000, 229.621458, 17.597582, -0.222452, CON
14.600000, 231.380104, 17.575337, -0.773859, CON
14.700000, 233.133768, 17.497951, 2.389265, CON
14.800000, 234.895510, 17.736877, 0.569874, CON
14.900000, 236.672047, 17.793865, 1.270265, CON
15.000000, 238.457784, 17.920891, -0.453232, CON
15.100000, 240.247607, 17.875568, -0.884303, DEC
15.200000, 242.030743, 17.787138, 0.398650, DEC
15.300000, 243.811450, 17.827003, -0.461099, DEC
15.400000, 245.591844, 17.780893, -1.480472, DEC
15.500000, 247.362531, 17.632846, -1.309514, DEC
15.600000, 249.119268, 17.501894, -1.378776, DEC
15.700000, 250.862564, 17.364017, -3.593871, DEC
15.800000, 252.580996, 17.004630, 0.302611, CON
15.900000, 254.282972, 17.034891, 1.119723, CON
16.000000, 255.992060, 17.146863, -1.884314, DEC
16.100000, 257.697325, 16.958431, -1.714858, DEC
16.200000, 259.384593, 16.786946, -0.622061, DEC
16.300000, 261.060178, 16.724739, 0.237886, DEC
16.400000, 262.733841, 16.748528, -1.027192, DEC
16.500000, 264.403558, 16.645809, 0.184412, DEC
